PAYS,Code,Location,Longitude,Latitude,Date,I_131_(Bq/m3),Cs_134_(Bq/m3),Cs_137_(Bq/m3)
IT,5,ISPRA,8.63,45.8,86/05/04,3.3,0,0.42
IT,5,ISPRA,8.63,45.8,86/05/04,2.58,0,0.33
IT,5,ISPRA,8.63,45.8,86/05/04,2.57,0,0.34
IT,5,ISPRA,8.63,45.8,86/05/04,2.18,0,0.29
IT,5,ISPRA,8.63,45.8,86/05/04,2.14,0,0.28
IT,5,ISPRA,8.63,45.8,86/05/04,1.5,0,0.2
IT,5,ISPRA,8.63,45.8,86/05/04,0.85,0,0.11
IT,5,ISPRA,8.63,45.8,86/05/04,0.79,0,0.11
IT,5,ISPRA,8.63,45.8,86/05/04,0.56,0,0.08
IT,5,ISPRA,8.63,45.8,86/05/04,0.69,0,0.1
IT,5,ISPRA,8.63,45.8,86/05/05,0.36,0,0.05
IT,5,ISPRA,8.63,45.8,86/05/05,0.44,0,0.06
IT,5,ISPRA,8.63,45.8,86/05/05,0.5,0,0.07
IT,5,ISPRA,8.63,45.8,86/05/05,0.64,0,0.09
IT,5,ISPRA,8.63,45.8,86/05/05,0.62,0,0.09
IT,5,ISPRA,8.63,45.8,86/05/05,0.75,0,0.11
IT,5,ISPRA,8.63,45.8,86/05/05,1.02,0,0.15
IT,5,ISPRA,8.63,45.8,86/05/05,1.44,0,0.21
IT,5,ISPRA,8.63,45.8,86/05/05,1.54,0,0.22
IT,5,ISPRA,8.63,45.8,86/05/05,2.21,0,0.32
IT,5,ISPRA,8.63,45.8,86/05/05,2.15,0,0.32
IT,5,ISPRA,8.63,45.8,86/05/05,2.72,0,0.41
IT,5,ISPRA,8.63,45.8,86/05/06,4.11,0,0.62
IT,5,ISPRA,8.63,45.8,86/05/06,5.48,0,0.83
IT,5,ISPRA,8.63,45.8,86/05/06,6.53,0,1
IT,5,ISPRA,8.63,45.8,86/05/06,8.29,0,1.27
IT,5,ISPRA,8.63,45.8,86/05/06,10.95,0,1.69
IT,5,ISPRA,8.63,45.8,86/05/06,15.13,0,2.36
IT,5,ISPRA,8.63,45.8,86/05/06,15.59,0,2.45
IT,5,ISPRA,8.63,45.8,86/05/06,13.32,0,2.11
IT,5,ISPRA,8.63,45.8,86/05/06,10.38,0,1.65
IT,5,ISPRA,8.63,45.8,86/05/06,9.99,0,1.6
IT,5,ISPRA,8.63,45.8,86/05/06,8.74,0,1.41
IT,5,ISPRA,8.63,45.8,86/05/06,6.19,0,1.02
IT,5,ISPRA,8.63,45.8,86/05/07,5.08,0,0.83
IT,5,ISPRA,8.63,45.8,86/05/07,3.44,0,0.57
IT,5,ISPRA,8.63,45.8,86/05/07,3.11,0,0.52
IT,5,ISPRA,8.63,45.8,86/05/07,2.78,0,0.47
IT,5,ISPRA,8.63,45.8,86/05/07,2.21,0,0.37
IT,5,ISPRA,8.63,45.8,86/05/07,1.85,0,0.31
IT,5,ISPRA,8.63,45.8,86/05/07,1.36,0,0.23
IT,5,ISPRA,8.63,45.8,86/05/07,1.48,0,0.25
IT,5,ISPRA,8.63,45.8,86/05/07,1.11,0,0.19
IT,5,ISPRA,8.63,45.8,86/05/07,0.94,0,0.17
IT,5,ISPRA,8.63,45.8,86/05/07,0.94,0,0.17
IT,5,ISPRA,8.63,45.8,86/05/07,0.75,0,0.13
IT,5,ISPRA,8.63,45.8,86/05/08,0.15,0,0.027
IT,5,ISPRA,8.63,45.8,86/05/09,0.04,0,0.008
IT,5,ISPRA,8.63,45.8,86/05/10,0.03,0,0.006
IT,5,ISPRA,8.63,45.8,86/05/11,0.03,0,0.006
IT,5,ISPRA,8.63,45.8,86/05/12,0.02,0,0.006
IT,5,ISPRA,8.63,45.8,86/05/13,0.02,0,0.006
IT,5,ISPRA,8.63,45.8,86/05/14,0.02,0,0.006
IT,5,SALUGGIA(eurex),8.02,45.21,86/04/30,0,<,
IT,5,SALUGGIA(eurex),8.02,45.21,86/04/30,0,0.3,0.16
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/01,0,0.274,
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/01,0,0.861,0
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/02,0,0.821,
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/03,0,0.537,0
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/04,0,0.148,
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/05,0,0.05,0
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/06,0,0.138,
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/07,0,0.184,0
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/08,0,0.032,
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/09,0,<,0
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/10,0,<,
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/11,0,<,0
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/12,0,<,
IT,5,SALUGGIA(eurex),8.02,45.21,86/05/13,0,<,0
IT,5,SALUGGIA(IFEC),8.02,45.21,86/04/29,0,0,
IT,5,SALUGGIA(IFEC),8.02,45.21,86/04/30,0,0.085,0
IT,5,SALUGGIA(IFEC),8.02,45.21,86/04/30,0,0.389,
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/01,0,0.344,0
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/02,0,1.126,
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/02,0,0.615,1.5
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/03,0,0.444,
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/03,0,0.359,0.57
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/04,0,0.152,
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/04,0,0.096,0.0065
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/05,0,<,
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/06,0,0.067,0.0066
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/07,0,0.23,
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/08,0,0.044,0.011
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/09,0,0.011,
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/10,0,<,0.0043
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/11,0,<,
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/12,0,<,0.0063
IT,5,SALUGGIA(IFEC),8.02,45.21,86/05/13,0,<,
IT,5,TRISAIA,16.63,40.17,86/05/02,0.709,0.107,0.211
IT,5,TRISAIA,16.63,40.17,86/05/02,5.013,0.63,1.296
IT,5,TRISAIA,16.63,40.17,86/05/03,5.22,0.83,1.689
IT,5,TRISAIA,16.63,40.17,86/05/03,6.603,0.926,2.037
IT,5,TRISAIA,16.63,40.17,86/05/04,5.565,0.789,1.63
IT,5,TRISAIA,16.63,40.17,86/05/04,2.457,0.593,1.226
IT,5,TRISAIA,16.63,40.17,86/05/05,0.11,0.037,0.073
IT,5,TRISAIA,16.63,40.17,86/05/05,0.142,0.033,0.063
IT,5,TRISAIA,16.63,40.17,86/05/06,1.541,0.407,0.815
IT,5,TRISAIA,16.63,40.17,86/05/06,0.913,0.178,0.363
IT,5,TRISAIA,16.63,40.17,86/05/07,0.651,0.144,0.296
IT,5,TRISAIA,16.63,40.17,86/05/07,0.531,0.122,0.256
IT,5,TRISAIA,16.63,40.17,86/05/08,0.328,0.089,0.189
IT,5,TRISAIA,16.63,40.17,86/05/08,0.344,0.124,0.267
IT,5,TRISAIA,16.63,40.17,86/05/09,0.2,0.089,0.189
IT,5,TRISAIA,16.63,40.17,86/05/09,0.093,0.04,0.082
IT,5,TRISAIA,16.63,40.17,86/05/10,0.068,0.02,0.04
IT,5,TRISAIA,16.63,40.17,86/05/10,0.041,0.003,0.006
IT,5,TRISAIA,16.63,40.17,86/05/11,0.023,0.001,0.002
IT,5,TRISAIA,16.63,40.17,86/05/11,0.028,0.001,0.002
IT,5,TRISAIA,16.63,40.17,86/05/12,0.013,0.001,0.001
IT,5,TRISAIA,16.63,40.17,86/05/12,0.051,0.003,0.005
IT,5,TRISAIA,16.63,40.17,86/05/13,0.029,0.003,0.004
IT,5,TRISAIA,16.63,40.17,86/05/13,0.017,<,0.001
IT,5,TRISAIA,16.63,40.17,86/05/14,0.054,0.009,0.016
IT,5,TRISAIA,16.63,40.17,86/05/14,0.016,0.001,0.003
IT,5,TRISAIA,16.63,40.17,86/05/15,0.014,0.002,0.003
IT,5,TRISAIA,16.63,40.17,86/05/15,0.011,0.002,0.004
IT,5,TRISAIA,16.63,40.17,86/05/16,0.005,0.001,0.003
IT,5,TRISAIA,16.63,40.17,86/05/16,0.007,<,0.001
IT,5,TRISAIA,16.63,40.17,86/05/17,0.006,0.002,0.003
NL,7,BILTHOVEN,5.18,52.11,86/05/02,0.3,0.06,0.15
NL,7,BILTHOVEN,5.18,52.11,86/05/02,2,0.5,1
NL,7,BILTHOVEN,5.18,52.11,86/05/02,4,0.7,1.6
NL,7,BILTHOVEN,5.18,52.11,86/05/02,6,0.9,2
NL,7,BILTHOVEN,5.18,52.11,86/05/02,8,1,3
NL,7,BILTHOVEN,5.18,52.11,86/05/02,6,1,2.4
NL,7,BILTHOVEN,5.18,52.11,86/05/02,4.8,0.8,2.3
NL,7,BILTHOVEN,5.18,52.11,86/05/03,4,0.8,2
NL,7,BILTHOVEN,5.18,52.11,86/05/03,3.1,0.6,1.7
NL,7,BILTHOVEN,5.18,52.11,86/05/03,3.1,0.6,1.2
NL,7,BILTHOVEN,5.18,52.11,86/05/03,2.7,0.5,1.5
NL,7,BILTHOVEN,5.18,52.11,86/05/03,2.7,0.5,1.2
NL,7,BILTHOVEN,5.18,52.11,86/05/03,2.6,0.4,0.9
NL,7,BILTHOVEN,5.18,52.11,86/05/03,2.5,0.4,0.8
NL,7,BILTHOVEN,5.18,52.11,86/05/03,2.4,0.4,0.75
NL,7,BILTHOVEN,5.18,52.11,86/05/03,2.4,0.4,0.75
NL,7,BILTHOVEN,5.18,52.11,86/05/03,2.2,0.3,0.7
NL,7,BILTHOVEN,5.18,52.11,86/05/03,0.6,0.1,0.2
NL,7,BILTHOVEN,5.18,52.11,86/05/03,0.5,0.1,0.2
NL,7,BILTHOVEN,5.18,52.11,86/05/04,0.2,0.01,0.03
NL,7,BILTHOVEN,5.18,52.11,86/05/04,0.9,0.04,0.1
NL,7,BILTHOVEN,5.18,52.11,86/05/04,0.7,0.06,0.1
NL,7,BILTHOVEN,5.18,52.11,86/05/04,0.5,0,0.06
NL,7,BILTHOVEN,5.18,52.11,86/05/04,0.6,0.03,0.05
NL,7,BILTHOVEN,5.18,52.11,86/05/04,0.6,0.03,0.04
NL,7,BILTHOVEN,5.18,52.11,86/05/06,0.1,0.02,0.05
NL,7,BILTHOVEN,5.18,52.11,86/05/06,0.03,0.004,0.01
NL,7,BILTHOVEN,5.18,52.11,86/05/07,0.04,0.01,0.02
NL,7,BILTHOVEN,5.18,52.11,86/05/08,0.01,0,0.005
NL,7,BILTHOVEN,5.18,52.11,86/05/09,0.005,0,0
NL,7,BILTHOVEN,5.18,52.11,86/05/10,<,0.01,0
NL,7,BILTHOVEN,5.18,52.11,86/05/12,0.004,0,0
NL,7,BILTHOVEN,5.18,52.11,86/05/13,0.004,0,0
NL,7,BILTHOVEN,5.18,52.11,86/05/14,0.003,0,0
NL,7,BILTHOVEN,5.18,52.11,86/05/15,0.005,0,0.03
NL,7,BILTHOVEN,5.18,52.11,86/05/16,0.007,0,0.005
NL,7,DELFT,4.38,52,86/04/30,0,N,0
NL,7,DELFT,4.38,52,86/05/02,0,2.1,2.6
NL,7,DELFT,4.38,52,86/05/02,0,2.3,3.8
NL,7,DELFT,4.38,52,86/05/02,0,2.9,5
NL,7,DELFT,4.38,52,86/05/02,0,3.2,4.8
NL,7,DELFT,4.38,52,86/05/02,0,1.7,3.7
NL,7,DELFT,4.38,52,86/05/02,0,1.7,2.6
NL,7,DELFT,4.38,52,86/05/02,0,2.5,3.8
NL,7,DELFT,4.38,52,86/05/03,0,0.77,1.5
NL,7,DELFT,4.38,52,86/05/03,0,0.53,1.1
NL,7,DELFT,4.38,52,86/05/03,0,N,0
NL,7,DELFT,4.38,52,86/05/04,0,N,0
NL,7,DELFT,4.38,52,86/05/05,0,0.05,0.15
NL,7,DELFT,4.38,52,86/05/05,0,N,0
NL,7,DELFT,4.38,52,86/05/06,0,N,0
NL,7,DELFT,4.38,52,86/05/07,0,N,0
NL,7,DELFT,4.38,52,86/05/16,0,N,0
NL,7,DELFT,4.38,52,86/05/22,0,0.005,0.006
NL,7,DELFT,4.38,52,86/05/28,0,0.001,0.003
NL,7,EELDE,6.56,53.13,86/05/02,0.29,0.05,0.11
NL,7,EELDE,6.56,53.13,86/05/02,7.19,1.2,3.15
NL,7,EELDE,6.56,53.13,86/05/02,5.61,0.94,2.15
NL,7,EELDE,6.56,53.13,86/05/03,1.8,0.22,0.52
NL,7,EELDE,6.56,53.13,86/05/03,0.9,0.07,0.18
NL,7,EELDE,6.56,53.13,86/05/03,1.03,0.18,0.4
NL,7,EELDE,6.56,53.13,86/05/04,1.18,0.2,0.51
NL,7,EELDE,6.56,53.13,86/05/04,0.15,<,0.01
NL,7,EELDE,6.56,53.13,86/05/05,0.09,<,0.01
NL,7,EELDE,6.56,53.13,86/05/06,0.13,0.03,0.05
NL,7,EELDE,6.56,53.13,86/05/07,0.02,<,0.01
NL,7,EELDE,6.56,53.13,86/05/08,<,0.01,<
NL,7,EELDE,6.56,53.13,86/05/09,<,0.01,<
NL,7,EELDE,6.56,53.13,86/05/16,<,0.003,<
NL,7,EELDE,6.56,53.13,86/05/23,<,0.002,<
NL,7,EELDE,6.56,53.13,86/05/30,<,0.001,<
NL,7,GRONINGEN,6.53,53.25,86/05/02,0.01,0,0
NL,7,GRONINGEN,6.53,53.25,86/05/02,2.2,0,0.9
NL,7,GRONINGEN,6.53,53.25,86/05/02,9,1.43,3.1
NL,7,GRONINGEN,6.53,53.25,86/05/02,9,0,2.8
NL,7,GRONINGEN,6.53,53.25,86/05/02,5,0,1.2
NL,7,GRONINGEN,6.53,53.25,86/05/03,0.5,0,0.19
NL,7,GRONINGEN,6.53,53.25,86/05/03,1.8,0,0.7
NL,7,GRONINGEN,6.53,53.25,86/05/03,1.9,0,0.7
NL,7,GRONINGEN,6.53,53.25,86/05/04,0.29,0,0.14
NL,7,GRONINGEN,6.53,53.25,86/05/04,0.14,0,0.029
NL,7,GRONINGEN,6.53,53.25,86/05/04,0.09,0,0.021
NL,7,GRONINGEN,6.53,53.25,86/05/05,0.14,0,0.034
NL,7,GRONINGEN,6.53,53.25,86/05/05,0.6,0,0.22
NL,7,GRONINGEN,6.53,53.25,86/05/06,0.05,0,0.031
NL,7,GRONINGEN,6.53,53.25,86/05/07,0.03,0,0.011
NL,7,GRONINGEN,6.53,53.25,86/05/08,0.03,0,0.012
NL,7,GRONINGEN,6.53,53.25,86/05/09,0.004,0,0.002
NL,7,GRONINGEN,6.53,53.25,86/05/10,0.004,0,0
NL,7,GRONINGEN,6.53,53.25,86/05/11,0.002,0,0
NL,7,GRONINGEN,6.53,53.25,86/05/18,0.002,0,0.002
NL,7,GRONINGEN,6.53,53.25,86/05/19,0.001,0,0.002
NL,7,GRONINGEN,6.53,53.25,86/05/21,0.001,0,0.002
NL,7,PETTEN,4.64,52.76,86/05/01,0,<,0.000001
NL,7,PETTEN,4.64,52.76,86/05/02,0,N,0
NL,7,PETTEN,4.64,52.76,86/05/02,0,N,0
NL,7,PETTEN,4.64,52.76,86/05/02,0,3.3,4.8
NL,7,PETTEN,4.64,52.76,86/05/02,0,1.7,4
NL,7,PETTEN,4.64,52.76,86/05/03,0,1.6,2.4
NL,7,PETTEN,4.64,52.76,86/05/03,0,0.5,1.3
NL,7,PETTEN,4.64,52.76,86/05/04,0,N,0
NL,7,PETTEN,4.64,52.76,86/05/05,0,N,0
NL,7,PETTEN,4.64,52.76,86/05/06,0,N,0
NL,7,PETTEN,4.64,52.76,86/05/07,0,N,0
NL,7,PETTEN,4.64,52.76,86/05/09,0,N,0
NL,7,VLISSINGEN,3.58,51.45,86/05/02,0.78,0.2,0.46
NL,7,VLISSINGEN,3.58,51.45,86/05/02,5.12,1.3,3.07
NL,7,VLISSINGEN,3.58,51.45,86/05/02,1.67,0.39,0.98
NL,7,VLISSINGEN,3.58,51.45,86/05/03,2.24,0.38,0.74
NL,7,VLISSINGEN,3.58,51.45,86/05/03,1.06,0.3,0.68
NL,7,VLISSINGEN,3.58,51.45,86/05/03,<,0.01,0.23
NL,7,VLISSINGEN,3.58,51.45,86/05/04,<,0.01,<
NL,7,VLISSINGEN,3.58,51.45,86/05/04,0.23,<,0.02
NL,7,VLISSINGEN,3.58,51.45,86/05/05,0.04,<,0.02
NL,7,VLISSINGEN,3.58,51.45,86/05/06,0.06,<,0.02
NL,7,VLISSINGEN,3.58,51.45,86/05/07,0.03,<,0.02
NL,7,VLISSINGEN,3.58,51.45,86/05/08,<,0.01,<
NL,7,VLISSINGEN,3.58,51.45,86/05/09,<,0.01,<
NL,7,VLISSINGEN,3.58,51.45,86/05/16,0.004,<,0.002
NL,7,VLISSINGEN,3.58,51.45,86/05/23,0.002,<,0.001
NL,7,VLISSINGEN,3.58,51.45,86/05/30,<,0.001,<
GR,8,ATTIKIS,23.78,38,86/05/03,3.1,0,1.6
GR,8,ATTIKIS,23.78,38,86/05/04,9.5,0,3.9
GR,8,ATTIKIS,23.78,38,86/05/05,13.5,0,2.2
GR,8,ATTIKIS,23.78,38,86/05/06,5.6,0,1.7
GR,8,ATTIKIS,23.78,38,86/05/07,L,2.2,0
GR,8,ATTIKIS,23.78,38,86/05/08,L,2.5,0
GR,8,ATTIKIS,23.78,38,86/05/09,1.8,0,0.2
GR,8,ATTIKIS,23.78,38,86/05/10,0.5,0,0.13
GR,8,ATTIKIS,23.78,38,86/05/11,0.53,0,0.21
GR,8,ATTIKIS,23.78,38,86/05/12,0.34,0,0
GR,8,ATTIKIS,23.78,38,86/05/13,0.2,0,0.09
GR,8,ATTIKIS,23.78,38,86/05/14,0.12,0,0.03
GR,8,ATTIKIS,23.78,38,86/05/15,0.21,0,0
GR,8,ATTIKIS,23.78,38,86/05/16,0.12,0,0
GR,8,ATTIKIS,23.78,38,86/05/17,0.13,0,0
GR,8,ATTIKIS,23.78,38,86/05/18,0.2,0,0
GR,8,ATTIKIS,23.78,38,86/05/19,0.04,0,0.03
GR,8,ATTIKIS,23.78,38,86/05/20,0.04,0,0
GR,8,ATTIKIS,23.78,38,86/05/21,0.05,0,0
GR,8,ATTIKIS,23.78,38,86/05/22,0.01,0,0
GR,8,ATTIKIS,23.78,38,86/05/23,0.02,0,0
GR,8,ATTIKIS,23.78,38,86/05/24,0.02,0,0.01
GR,8,ATTIKIS,23.78,38,86/05/25,0.03,0,0
GR,8,ATTIKIS,23.78,38,86/05/26,0.02,0,0
GR,8,ATTIKIS,23.78,38,86/05/27,0.01,0,0.02
GR,8,ATTIKIS,23.78,38,86/05/28,0.02,0,0
GR,8,ATTIKIS,23.78,38,86/05/30,0.01,0,0
GR,8,KOZANIS,21.79,40.31,86/05/03,4.5,0,1.4
GR,8,KOZANIS,21.79,40.31,86/05/04,11,0,3.4
GR,8,KOZANIS,21.79,40.31,86/05/05,6.8,0,2
GR,8,KOZANIS,21.79,40.31,86/05/06,2.1,0,0.7
GR,8,KOZANIS,21.79,40.31,86/05/08,1.6,0,0.75
GR,8,KOZANIS,21.79,40.31,86/05/09,2,0,0.4
GR,8,KOZANIS,21.79,40.31,86/05/10,0.4,0,0.07
GR,8,KOZANIS,21.79,40.31,86/05/11,0.1,0,0.01
GR,8,KOZANIS,21.79,40.31,86/05/12,0.22,0,0.04
GR,8,KOZANIS,21.79,40.31,86/05/13,0.18,0,0.05
GR,8,KOZANIS,21.79,40.31,86/05/14,0.04,0,0.01
GR,8,KOZANIS,21.79,40.31,86/05/17,0.06,0,0
GR,8,KOZANIS,21.79,40.31,86/05/18,0.01,0,0
GR,8,KOZANIS,21.79,40.31,86/05/20,0.04,0,0
GR,8,KOZANIS,21.79,40.31,86/05/21,0.01,0,0
GR,8,THESSALONIKI,22.95,40.59,86/05/03,0.2,0,0
GR,8,THESSALONIKI,22.95,40.59,86/05/04,1.4,0,0.7
GR,8,THESSALONIKI,22.95,40.59,86/05/05,5.1,0,3
GR,8,THESSALONIKI,22.95,40.59,86/05/06,3.2,0,2.2
GR,8,THESSALONIKI,22.95,40.59,86/05/07,9.5,0,0
GR,8,THESSALONIKI,22.95,40.59,86/05/09,0.35,0,0.06
GR,8,THESSALONIKI,22.95,40.59,86/05/10,0.2,0,0.06
GR,8,THESSALONIKI,22.95,40.59,86/05/11,0.1,0,0.02
GR,8,THESSALONIKI,22.95,40.59,86/05/12,0.03,0,0.02
GR,8,THESSALONIKI,22.95,40.59,86/05/14,0.05,0,0.03
GR,8,THESSALONIKI,22.95,40.59,86/05/15,0.04,0,0.02
GR,8,THESSALONIKI,22.95,40.59,86/05/17,0.06,0,0
GR,8,THESSALONIKI,22.95,40.59,86/05/19,0.03,0,0.03
GR,8,THESSALONIKI,22.95,40.59,86/05/20,0.02,0,0
GR,8,THESSALONIKI,22.95,40.59,86/05/21,0.02,0,0
GR,8,THESSALONIKI,22.95,40.59,86/05/25,0.01,0,0
GR,8,THESSALONIKI,22.95,40.59,86/05/26,0.01,0,0
GR,8,THESSALONIKI,22.95,40.59,86/05/29,0.01,0,0
UK,9,BERKELEY,-2.45,51.69,86/04/30,0.0001,0,0
UK,9,BERKELEY,-2.45,51.69,86/05/01,<,0.0004,0
UK,9,BERKELEY,-2.45,51.69,86/05/02,0.07,0.016,0.03
UK,9,BERKELEY,-2.45,51.69,86/05/02,1.1,0.26,0.48
UK,9,BERKELEY,-2.45,51.69,86/05/02,2.1,0.36,0.66
UK,9,BERKELEY,-2.45,51.69,86/05/03,0.22,0.07,0.13
UK,9,BERKELEY,-2.45,51.69,86/05/03,0.02,0,0
UK,9,BERKELEY,-2.45,51.69,86/05/03,0.006,0.0003,0.0004
UK,9,BERKELEY,-2.45,51.69,86/05/04,0.003,0.0002,0.0005
UK,9,BERKELEY,-2.45,51.69,86/05/05,0.003,0.0003,0.0003
UK,9,BERKELEY,-2.45,51.69,86/05/05,0.0051,0,0
UK,9,BERKELEY,-2.45,51.69,86/05/06,0.001,0,0
UK,9,BERKELEY,-2.45,51.69,86/05/06,0.0015,0,0.0008
UK,9,BERKELEY,-2.45,51.69,86/05/06,0.0014,0,0.0006
UK,9,BERKELEY,-2.45,51.69,86/05/07,0.009,0.001,0.002
UK,9,BERKELEY,-2.45,51.69,86/05/07,0.017,0.0025,0.004
UK,9,BERKELEY,-2.45,51.69,86/05/08,0.0022,0,0.00013
UK,9,BERKELEY,-2.45,51.69,86/05/09,0.003,0.00035,0.00046
UK,9,BERKELEY,-2.45,51.69,86/05/10,0.00027,0,0.00026
UK,9,BERKELEY,-2.45,51.69,86/05/11,0.0017,0.00028,0.00046
UK,9,BERKELEY,-2.45,51.69,86/05/12,0.002,0.0003,0.0005
UK,9,BERKELEY,-2.45,51.69,86/05/13,0.002,0,0.00037
UK,9,BERKELEY,-2.45,51.69,86/05/14,0.0025,0.00052,0.00072
UK,9,BERKELEY,-2.45,51.69,86/05/15,0.0016,0.0006,0.001
UK,9,CHAPELCROSS,-3.61,55.06,86/05/02,<,0.001,0
UK,9,CHAPELCROSS,-3.61,55.06,86/05/03,0,0.4,0
UK,9,CHAPELCROSS,-3.61,55.06,86/05/03,0,0.15,0
UK,9,CHAPELCROSS,-3.61,55.06,86/05/03,2.7,1.2,2.2
UK,9,CHAPELCROSS,-3.61,55.06,86/05/04,0.83,0.1,0.75
UK,9,CHAPELCROSS,-3.61,55.06,86/05/05,0.0091,0,<
UK,9,CHAPELCROSS,-3.61,55.06,86/05/06,0.031,0.0029,0.0054
UK,9,CHAPELCROSS,-3.61,55.06,86/05/07,0.003,<,0.001
UK,9,CHAPELCROSS,-3.61,55.06,86/05/08,0.005,0.009,0.005
UK,9,CHAPELCROSS,-3.61,55.06,86/05/09,0.032,0.005,0.011
UK,9,CHAPELCROSS,-3.61,55.06,86/05/10,0.005,<,0.001
UK,9,CHAPELCROSS,-3.61,55.06,86/05/11,<,0.001,<
UK,9,CHAPELCROSS,-3.61,55.06,86/05/12,0.0033,<,0.001
UK,9,CHAPELCROSS,-3.61,55.06,86/05/13,0.0033,<,0.001
UK,9,CHAPELCROSS,-3.61,55.06,86/05/14,0.0046,0.0013,0.0025
UK,9,CHAPELCROSS,-3.61,55.06,86/05/15,0.003,<,0.001
UK,9,CHAPELCROSS,-3.61,55.06,86/05/16,0.0021,<,0.001
UK,9,GLASGOW,-4.49,56,86/04/30,0,N,0
UK,9,GLASGOW,-4.83,56,86/05/02,0.00034,<,0.0002
UK,9,GLASGOW,-4.83,56,86/05/03,0.75,0.24,0.45
UK,9,GLASGOW,-4.83,56,86/05/03,2.2,0.77,1.41
UK,9,GLASGOW,-4.83,56,86/05/03,0.594,0.141,0.32
UK,9,GLASGOW,-4.83,56,86/05/04,0.309,0.136,0.274
UK,9,GLASGOW,-4.83,56,86/05/04,0.176,0.06,0.153
UK,9,GLASGOW,-4.83,56,86/05/04,0.026,0.004,0.008
UK,9,GLASGOW,-4.83,56,86/05/04,0.021,0.008,0.017
UK,9,GLASGOW,-4.83,56,86/05/05,0.006,0.0003,0.0006
UK,9,GLASGOW,-4.83,56,86/05/06,0.058,0.006,0.011
UK,9,GLASGOW,-4.83,56,86/05/07,0.004,0.0009,0.0018
UK,9,GLASGOW,-4.83,56,86/05/08,0.0038,0.0008,0.0017
UK,9,GLASGOW,-4.83,56,86/05/09,0.0083,0.0009,0.0021
UK,9,GLASGOW,-4.83,56,86/05/10,0.0012,0.0003,0.0007
UK,9,GLASGOW,-4.83,56,86/05/11,0.001,0.0003,0.0005
UK,9,GLASGOW,-4.83,56,86/05/12,0.0034,0.0006,0.0011
UK,9,GLASGOW,-4.83,56,86/05/13,0.0016,0.0003,0.0006
UK,9,GLASGOW,-4.83,56,86/05/14,0.0038,0.0007,0.0015
UK,9,GLASGOW,-4.83,56,86/05/15,0.0024,0.0008,0.0016
UK,9,GLASGOW,-4.83,56,86/05/16,0.0027,0.0009,0.002
UK,9,GLASGOW,-4.83,56,86/05/17,0.0026,0.0011,0.002
UK,9,GLASGOW,-4.83,56,86/05/19,0.0024,0.0015,0.0036
UK,9,GLASGOW,-4.83,56,86/05/23,0.0019,0.0011,0.0023
UK,9,GLASGOW,-4.83,56,86/05/30,0.0005,0.0005,0.0011
UK,9,GLASGOW,-4.49,56,86/05/31,0,0.017,0.034
UK,9,HARWELL,-1.3,51.62,86/05/01,<,0.00005,
UK,9,HARWELL,-1.3,51.62,86/05/02,0.0014,<,0.00226
UK,9,HARWELL,-1.3,51.62,86/05/02,1.43,0.43,
UK,9,HARWELL,-1.3,51.62,86/05/03,0.83,0.3,0.00107
UK,9,HARWELL,-1.3,51.62,86/05/04,0.0058,0.00038,
UK,9,HARWELL,-1.3,51.62,86/05/05,0.0026,<,0.00217
UK,9,HARWELL,-1.3,51.62,86/05/06,0.001,0.000014,
UK,9,HARWELL,-1.3,51.62,86/05/07,0.0046,0.00045,0.00102
UK,9,HARWELL,-1.3,51.62,86/05/08,0.0073,0.00155,
UK,9,HARWELL,-1.3,51.62,86/05/09,0.0043,0.00057,
UK,9,HARWELL,-1.3,51.62,86/05/10,0.00027,0.000012,
UK,9,HARWELL,-1.3,51.62,86/05/11,0.00155,0.00012,
UK,9,HARWELL,-1.3,51.62,86/05/12,0.0031,0.00027,
