,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
3050,37695,Finance,region_2,Bachelor's,f,other,1,48,5.0,12,0,,0
51918,42017,Procurement,region_17,Bachelor's,m,sourcing,1,39,5.0,10,1,86.0,1
21508,21150,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,39,4.0,4,0,50.0,0
47523,8121,Operations,region_2,Bachelor's,m,sourcing,1,50,4.0,18,0,63.0,0
10023,54389,Operations,region_17,Bachelor's,f,other,1,29,3.0,2,0,65.0,0
12886,3022,Sales & Marketing,region_2,Master's & above,m,sourcing,5,54,2.0,7,0,48.0,0
44446,70114,Operations,region_13,Master's & above,m,other,1,44,5.0,5,0,63.0,0
10502,45285,Technology,region_25,Bachelor's,f,sourcing,1,30,4.0,5,0,76.0,0
28543,49386,Technology,region_33,Bachelor's,f,sourcing,1,36,3.0,7,0,81.0,0
20059,6293,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,27,5.0,5,0,49.0,0
30009,41810,Procurement,region_5,Bachelor's,f,sourcing,1,36,5.0,3,0,70.0,0
54295,74898,Analytics,region_31,Bachelor's,m,other,2,27,4.0,3,1,85.0,0
50249,156,Operations,region_22,Master's & above,f,other,1,31,3.0,2,0,62.0,0
36317,76992,Sales & Marketing,region_16,Master's & above,m,sourcing,2,36,1.0,2,0,54.0,0
16214,60977,Sales & Marketing,region_10,Master's & above,f,other,1,37,5.0,6,0,52.0,0
30159,57973,Sales & Marketing,region_27,Bachelor's,m,other,1,30,5.0,7,0,48.0,1
8443,60339,Sales & Marketing,region_10,Bachelor's,m,other,1,29,5.0,5,0,49.0,0
37512,73935,Analytics,region_2,Bachelor's,m,sourcing,2,28,2.0,4,0,82.0,0
7817,39124,Technology,region_13,Bachelor's,m,sourcing,1,44,4.0,12,0,78.0,0
3721,57634,Sales & Marketing,region_20,Bachelor's,m,other,1,29,5.0,6,0,48.0,0
44450,34996,Sales & Marketing,region_21,Bachelor's,m,other,3,28,,1,0,48.0,0
5883,5633,Sales & Marketing,region_22,Bachelor's,m,other,5,30,3.0,7,0,46.0,0
17638,2729,Technology,region_20,Master's & above,m,sourcing,1,38,2.0,10,0,77.0,0
6392,37940,Finance,region_20,Bachelor's,m,sourcing,1,35,4.0,7,0,57.0,0
25987,62132,Analytics,region_1,Bachelor's,m,sourcing,1,28,3.0,5,0,84.0,0
6844,74004,Operations,region_15,Master's & above,m,other,1,38,5.0,10,0,52.0,0
10424,38541,Sales & Marketing,region_12,Bachelor's,f,other,1,27,3.0,5,0,50.0,0
23065,66761,Analytics,region_7,Master's & above,m,other,1,34,5.0,9,0,88.0,0
20207,646,Procurement,region_4,Bachelor's,f,other,1,29,4.0,5,0,67.0,0
18566,2668,Sales & Marketing,region_15,Bachelor's,m,other,2,30,3.0,5,1,47.0,0
9500,70574,Operations,region_15,Bachelor's,f,other,1,42,4.0,12,0,60.0,0
8878,1452,Operations,region_23,Bachelor's,f,sourcing,1,35,5.0,8,0,59.0,0
4737,47463,Finance,region_30,Bachelor's,m,other,1,28,5.0,5,0,77.0,1
45550,59619,Operations,region_24,Bachelor's,f,sourcing,2,29,2.0,5,0,59.0,0
33276,57457,Sales & Marketing,region_13,Bachelor's,m,other,1,40,4.0,5,0,49.0,0
20771,4495,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,24,,1,0,43.0,0
33817,41833,HR,region_2,Bachelor's,m,other,1,26,2.0,3,0,50.0,0
39996,77100,Procurement,region_20,Bachelor's,f,sourcing,1,34,3.0,6,0,69.0,0
13938,38412,Sales & Marketing,region_33,Bachelor's,f,other,1,31,3.0,3,0,46.0,0
19630,163,Sales & Marketing,region_31,Bachelor's,m,other,1,41,3.0,6,0,51.0,0
34692,7336,Analytics,region_31,Bachelor's,m,other,1,30,4.0,7,0,82.0,0
52437,22329,Procurement,region_16,Bachelor's,f,other,1,25,5.0,3,0,71.0,0
7510,73749,Technology,region_2,Bachelor's,m,other,3,53,3.0,22,0,75.0,0
30810,74833,Operations,region_26,Bachelor's,f,other,1,29,4.0,6,0,58.0,0
18523,39906,Operations,region_22,Below Secondary,m,other,1,28,3.0,5,1,60.0,0
47058,60615,R&D,region_22,Master's & above,m,sourcing,1,31,3.0,3,0,84.0,0
7698,30022,HR,region_2,Bachelor's,f,sourcing,1,33,4.0,4,0,49.0,0
36079,77482,Procurement,region_2,Bachelor's,m,other,1,55,5.0,13,0,73.0,0
45434,30557,Operations,region_4,Bachelor's,f,sourcing,1,30,3.0,3,0,62.0,0
47572,13108,Analytics,region_22,Bachelor's,f,sourcing,1,27,4.0,2,0,86.0,0
50976,11614,R&D,region_4,Bachelor's,m,sourcing,1,35,2.0,9,0,82.0,0
31303,25468,Procurement,region_22,Master's & above,m,other,1,40,5.0,2,0,67.0,0
24147,60030,Finance,region_2,Below Secondary,f,sourcing,1,24,3.0,2,0,,0
7220,62863,Procurement,region_2,Bachelor's,m,sourcing,1,27,3.0,2,0,65.0,0
14662,75044,Procurement,region_7,Master's & above,f,other,1,45,3.0,13,0,69.0,0
52693,36181,Operations,region_16,Bachelor's,f,other,1,29,5.0,6,0,58.0,0
45948,53797,Operations,region_15,Bachelor's,m,other,1,27,3.0,6,0,60.0,0
51894,61626,Analytics,region_2,Bachelor's,m,other,1,51,3.0,8,0,79.0,0
31598,50787,Technology,region_2,Master's & above,f,other,2,49,5.0,4,0,81.0,0
43102,70161,Technology,region_7,Master's & above,m,sourcing,1,49,3.0,19,0,80.0,0
20084,72050,Analytics,region_15,Bachelor's,m,other,2,29,4.0,3,0,83.0,0
28013,48267,Analytics,region_7,Master's & above,m,sourcing,1,35,2.0,8,0,84.0,0
49185,32091,Sales & Marketing,region_15,Master's & above,m,other,1,35,4.0,4,0,47.0,0
40418,75240,Sales & Marketing,region_2,Bachelor's,m,other,2,48,5.0,6,1,85.0,1
20487,22795,Operations,region_2,Master's & above,f,sourcing,1,40,4.0,12,0,,0
33976,69320,Sales & Marketing,region_11,Bachelor's,m,other,1,46,5.0,17,0,46.0,0
27297,10280,Sales & Marketing,region_24,Bachelor's,m,other,1,34,3.0,2,0,47.0,0
24823,68153,Procurement,region_2,Bachelor's,m,other,2,51,3.0,10,0,70.0,0
41319,36511,Operations,region_7,Bachelor's,f,sourcing,1,42,5.0,11,0,69.0,1
5159,61640,Technology,region_15,Bachelor's,f,other,1,31,1.0,5,0,83.0,0
27101,7394,Technology,region_22,Master's & above,m,sourcing,1,29,,1,0,82.0,0
7125,63528,Technology,region_7,Master's & above,f,other,1,37,2.0,2,0,79.0,0
24483,51451,Technology,region_7,Master's & above,m,sourcing,1,38,1.0,5,0,79.0,0
46933,32309,Operations,region_22,Bachelor's,m,other,1,31,4.0,5,0,,1
2256,73375,Sales & Marketing,region_13,Bachelor's,m,other,1,31,5.0,3,0,57.0,0
38198,20426,Sales & Marketing,region_15,Bachelor's,f,other,1,29,,1,0,50.0,0
1088,33438,R&D,region_30,Bachelor's,f,other,1,30,5.0,4,0,86.0,0
23414,62995,Technology,region_22,Bachelor's,f,other,1,29,5.0,4,1,78.0,1
6824,40168,Technology,region_27,Bachelor's,m,other,1,38,1.0,4,0,82.0,0
44153,31142,R&D,region_22,Master's & above,m,sourcing,1,29,,1,0,77.0,1
23972,30861,Sales & Marketing,region_19,Bachelor's,m,other,1,34,2.0,7,0,48.0,0
25596,62821,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,26,4.0,2,0,48.0,0
30084,11770,Sales & Marketing,region_27,Master's & above,m,sourcing,1,42,3.0,10,0,46.0,0
11624,57759,Analytics,region_22,,m,sourcing,1,31,5.0,5,0,87.0,0
3017,38347,Procurement,region_17,Bachelor's,m,sourcing,1,31,3.0,9,0,73.0,0
49983,21185,Technology,region_16,Master's & above,m,other,1,40,3.0,5,0,77.0,0
6649,15071,Sales & Marketing,region_29,Bachelor's,m,other,1,30,2.0,6,0,50.0,0
43191,810,Sales & Marketing,region_26,Bachelor's,m,other,2,29,3.0,3,0,50.0,0
13844,21348,Analytics,region_28,Bachelor's,m,other,1,30,5.0,3,0,83.0,1
37394,65735,Procurement,region_27,Master's & above,f,other,1,36,4.0,10,0,75.0,0
24047,40870,Analytics,region_28,Master's & above,m,other,1,33,3.0,7,0,89.0,1
16598,35211,Analytics,region_32,Bachelor's,m,other,1,27,1.0,2,0,84.0,0
31909,12267,Operations,region_27,Bachelor's,f,sourcing,1,50,5.0,11,0,59.0,0
34565,26655,Technology,region_22,Bachelor's,m,sourcing,1,34,4.0,6,0,77.0,0
49508,20488,Procurement,region_19,Bachelor's,m,other,1,35,3.0,6,0,68.0,0
50396,894,R&D,region_22,Bachelor's,m,sourcing,1,26,3.0,2,0,85.0,0
39969,14369,Analytics,region_7,Master's & above,m,other,1,32,3.0,3,0,89.0,0
5799,8761,Sales & Marketing,region_2,Master's & above,f,sourcing,1,50,4.0,7,0,44.0,0
49007,35172,Sales & Marketing,region_2,Bachelor's,m,other,1,58,3.0,16,0,49.0,0
19516,2306,Sales & Marketing,region_26,Bachelor's,m,other,1,30,4.0,7,0,43.0,0
52175,9327,R&D,region_26,Master's & above,m,other,1,33,4.0,3,0,84.0,1
17054,26841,Sales & Marketing,region_26,Bachelor's,m,other,1,27,3.0,3,0,49.0,0
47827,15874,Sales & Marketing,region_22,,m,other,1,21,,1,0,52.0,0
19713,20025,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,46,3.0,6,0,50.0,0
5542,6420,Procurement,region_22,Master's & above,f,sourcing,1,36,5.0,5,0,65.0,0
42708,33285,Sales & Marketing,region_1,Bachelor's,m,other,2,33,5.0,4,0,48.0,1
3841,11286,Sales & Marketing,region_2,,m,other,2,50,1.0,23,0,52.0,0
15777,40765,HR,region_20,Bachelor's,m,sourcing,1,28,5.0,3,0,50.0,0
52371,11368,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,4.0,8,0,51.0,0
23371,71123,Analytics,region_29,Bachelor's,m,sourcing,1,32,3.0,5,0,84.0,0
19036,60229,Operations,region_12,Bachelor's,m,other,1,26,3.0,2,0,63.0,0
26723,46621,Procurement,region_27,Bachelor's,m,sourcing,2,27,5.0,3,0,71.0,0
30913,64454,Sales & Marketing,region_17,Bachelor's,m,other,2,28,3.0,5,0,49.0,0
4618,60923,Operations,region_19,Bachelor's,m,sourcing,1,41,4.0,3,0,65.0,0
49932,48163,Procurement,region_10,Master's & above,m,other,1,35,5.0,3,0,69.0,0
30736,69983,Procurement,region_15,Bachelor's,m,other,1,35,2.0,9,0,68.0,0
10233,51387,Technology,region_14,Bachelor's,f,sourcing,1,32,3.0,2,0,83.0,0
52507,31527,Procurement,region_15,Master's & above,m,referred,1,36,5.0,7,0,67.0,0
54065,7092,Operations,region_22,Master's & above,m,other,1,41,4.0,6,0,58.0,0
17004,69727,Analytics,region_2,Bachelor's,m,other,1,50,3.0,19,0,84.0,0
7130,70854,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,30,,1,0,46.0,0
40301,27923,Analytics,region_31,Bachelor's,m,other,2,26,4.0,3,0,84.0,0
25996,43256,Technology,region_33,Bachelor's,f,other,1,38,2.0,8,0,81.0,0
21496,76356,Technology,region_2,Bachelor's,m,other,1,54,3.0,4,0,79.0,0
21750,71074,Operations,region_2,Master's & above,m,other,1,54,5.0,21,0,60.0,0
13585,29641,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,30,1.0,4,0,48.0,0
13176,55498,R&D,region_8,Bachelor's,m,other,1,27,3.0,4,0,87.0,0
47467,50108,Procurement,region_4,Master's & above,m,sourcing,1,35,5.0,6,0,68.0,0
39273,28958,R&D,region_16,Bachelor's,m,other,1,32,3.0,4,0,85.0,0
49128,15615,Analytics,region_30,Bachelor's,m,other,1,31,3.0,1,0,88.0,0
3449,3153,Operations,region_16,Bachelor's,m,sourcing,2,30,3.0,5,0,58.0,0
35534,34339,Finance,region_22,Bachelor's,f,other,1,25,5.0,2,1,90.0,1
4230,35550,Sales & Marketing,region_11,Master's & above,m,sourcing,1,32,3.0,5,0,49.0,0
48206,13212,Operations,region_23,Bachelor's,m,sourcing,1,30,1.0,6,0,,0
2945,15449,Analytics,region_7,Bachelor's,m,sourcing,1,33,5.0,7,0,87.0,0
34997,58572,Finance,region_26,Bachelor's,m,other,1,32,3.0,6,0,56.0,0
31468,50860,Sales & Marketing,region_2,,m,other,1,57,1.0,28,0,46.0,0
36396,25975,Sales & Marketing,region_25,Master's & above,m,sourcing,1,36,5.0,4,0,50.0,0
23106,11172,Sales & Marketing,region_2,,m,sourcing,1,20,3.0,2,0,47.0,0
26646,57955,Sales & Marketing,region_11,Bachelor's,m,other,1,36,4.0,7,0,52.0,0
9263,11029,Operations,region_4,Master's & above,f,other,2,36,5.0,5,0,58.0,0
8735,57308,Technology,region_22,Bachelor's,f,other,2,29,3.0,2,0,78.0,0
11967,62491,Sales & Marketing,region_7,,m,other,1,23,,1,0,50.0,0
25460,55074,Procurement,region_15,Bachelor's,f,sourcing,1,34,1.0,7,0,65.0,0
42422,55221,Sales & Marketing,region_4,Bachelor's,m,other,2,25,3.0,2,0,51.0,0
21524,37629,HR,region_2,Bachelor's,f,sourcing,1,26,3.0,3,0,52.0,0
22846,16326,Procurement,region_2,Bachelor's,m,sourcing,1,29,2.0,4,0,69.0,0
13069,4174,Sales & Marketing,region_11,Bachelor's,m,other,1,37,1.0,7,0,51.0,0
49088,71753,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,27,,1,0,53.0,0
42296,74665,Sales & Marketing,region_11,Bachelor's,m,other,1,37,3.0,3,0,50.0,0
22928,46431,Procurement,region_10,Master's & above,m,sourcing,1,40,3.0,12,0,64.0,0
36196,50630,Technology,region_7,Master's & above,m,other,1,33,4.0,6,0,80.0,0
31782,36795,Sales & Marketing,region_23,Master's & above,m,other,1,51,5.0,4,0,52.0,0
44532,43881,Procurement,region_4,Bachelor's,m,sourcing,2,38,3.0,3,0,71.0,0
47745,28406,Procurement,region_2,Bachelor's,m,other,1,39,4.0,4,0,68.0,0
45243,40665,Technology,region_13,Bachelor's,m,sourcing,1,33,5.0,8,0,79.0,0
37695,21489,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,31,3.0,7,0,48.0,0
27919,63573,Analytics,region_22,Bachelor's,m,sourcing,2,28,,1,0,91.0,0
18458,4194,Sales & Marketing,region_7,Bachelor's,m,other,1,48,3.0,20,0,49.0,1
30273,69370,Procurement,region_2,Bachelor's,f,sourcing,1,33,3.0,6,0,68.0,1
24244,1322,Sales & Marketing,region_26,,m,other,1,31,4.0,7,0,49.0,0
11270,16562,Technology,region_10,Bachelor's,m,other,2,34,4.0,7,0,81.0,0
41572,28537,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,49,3.0,16,0,52.0,0
23355,16099,Technology,region_27,Bachelor's,m,other,2,37,3.0,9,0,79.0,0
36176,67129,Sales & Marketing,region_20,Master's & above,m,other,2,41,4.0,9,0,49.0,0
13994,43185,Analytics,region_25,Bachelor's,m,other,1,26,3.0,2,0,84.0,0
33805,39032,Analytics,region_14,Bachelor's,m,other,1,36,1.0,7,0,84.0,0
51346,77353,Analytics,region_13,Bachelor's,m,other,1,34,1.0,5,0,87.0,0
51114,73821,Procurement,region_22,Bachelor's,f,other,1,30,,1,0,68.0,0
20849,11257,Operations,region_15,Bachelor's,m,sourcing,1,47,3.0,16,0,55.0,0
8844,17045,Operations,region_2,Master's & above,m,other,2,38,3.0,11,0,62.0,0
10675,27052,Legal,region_7,Bachelor's,m,other,1,32,4.0,2,0,62.0,0
15161,24953,Finance,region_4,Master's & above,m,sourcing,1,32,3.0,7,0,56.0,1
6178,20006,Sales & Marketing,region_16,Bachelor's,m,other,1,33,5.0,6,0,54.0,0
36319,6244,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,37,5.0,8,0,53.0,0
51703,24012,Sales & Marketing,region_25,Master's & above,m,other,1,42,4.0,9,0,46.0,0
48932,33078,HR,region_7,Bachelor's,m,other,1,35,3.0,5,0,49.0,0
20249,42626,R&D,region_22,Bachelor's,f,other,1,31,3.0,7,0,84.0,0
48207,13377,Analytics,region_15,Bachelor's,m,other,2,37,3.0,5,0,85.0,0
26318,15491,Sales & Marketing,region_7,Master's & above,m,sourcing,1,50,1.0,17,0,51.0,0
21401,45480,Operations,region_23,Bachelor's,f,other,1,27,,1,0,59.0,0
48433,72887,R&D,region_31,Bachelor's,m,sourcing,1,30,,1,0,82.0,0
18689,9860,Finance,region_2,Bachelor's,m,other,3,30,3.0,5,0,62.0,0
8041,20052,Technology,region_28,Master's & above,m,sourcing,1,38,4.0,2,0,77.0,0
37919,75811,Analytics,region_7,Bachelor's,m,other,1,30,5.0,3,0,88.0,0
49564,74274,Technology,region_22,Master's & above,m,other,2,33,5.0,5,0,81.0,1
21443,6863,Operations,region_20,Bachelor's,m,other,1,32,5.0,8,0,56.0,0
36946,44298,Operations,region_2,Master's & above,m,sourcing,1,34,5.0,2,0,62.0,1
42264,72026,Operations,region_12,Bachelor's,m,other,1,29,3.0,2,0,,0
52722,14792,Operations,region_15,Master's & above,m,sourcing,1,54,3.0,4,0,58.0,0
30598,4555,Procurement,region_30,Bachelor's,f,other,1,31,1.0,3,0,73.0,0
18161,73872,Operations,region_2,Master's & above,f,other,1,33,1.0,7,0,60.0,0
40537,72997,Technology,region_26,Bachelor's,f,other,1,27,,1,0,82.0,0
26039,9424,Technology,region_26,Bachelor's,f,sourcing,1,24,4.0,2,0,79.0,0
51713,14180,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,2.0,4,0,49.0,0
18594,15005,HR,region_11,Master's & above,m,sourcing,1,39,3.0,7,0,48.0,0
29842,15219,Operations,region_11,Bachelor's,m,other,1,42,4.0,13,0,57.0,0
43496,11561,Sales & Marketing,region_7,,m,other,1,29,5.0,2,0,51.0,0
36345,20417,Operations,region_2,Bachelor's,f,sourcing,1,30,5.0,4,0,60.0,0
24911,37007,Operations,region_22,Bachelor's,f,sourcing,1,28,5.0,1,0,60.0,0
21549,50991,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,27,1.0,1,0,49.0,0
43294,70377,Operations,region_19,Bachelor's,m,sourcing,1,33,5.0,8,0,,0
52897,4204,Operations,region_32,Bachelor's,m,other,1,28,5.0,6,0,57.0,0
4714,37899,Operations,region_4,Bachelor's,m,other,1,41,4.0,9,0,64.0,0
22422,56352,Sales & Marketing,region_2,Master's & above,m,other,1,51,1.0,9,0,50.0,0
1180,45571,HR,region_26,Bachelor's,m,other,1,28,5.0,7,0,51.0,0
31565,50575,Sales & Marketing,region_22,Bachelor's,m,other,1,29,3.0,3,0,57.0,0
26187,18802,Finance,region_2,,m,other,1,29,3.0,3,0,58.0,0
35237,22910,Legal,region_11,Bachelor's,m,other,1,30,3.0,3,0,62.0,0
14319,30721,Analytics,region_2,Master's & above,m,sourcing,1,54,4.0,7,0,86.0,0
51092,72294,Procurement,region_2,Master's & above,f,other,1,44,5.0,16,0,73.0,0
46519,35632,Finance,region_2,Bachelor's,f,sourcing,1,32,3.0,4,0,,0
41722,7283,Operations,region_22,Master's & above,m,other,1,47,5.0,4,0,60.0,0
45334,78174,Technology,region_22,Master's & above,m,other,1,38,3.0,10,0,76.0,0
1350,23136,Operations,region_27,Master's & above,m,other,1,46,5.0,14,0,58.0,0
29072,1179,Procurement,region_17,Bachelor's,f,other,1,45,4.0,5,1,72.0,0
49899,23806,Technology,region_5,Master's & above,m,other,1,36,5.0,9,0,76.0,0
39450,33435,Operations,region_29,Bachelor's,m,other,1,34,2.0,3,0,59.0,0
18889,6625,Operations,region_7,Master's & above,m,sourcing,2,38,5.0,11,0,62.0,0
20996,57447,Technology,region_17,Bachelor's,f,other,1,37,3.0,6,0,79.0,0
50232,48277,Finance,region_22,Bachelor's,f,sourcing,1,32,5.0,6,0,59.0,0
39351,64137,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,37,5.0,6,0,52.0,0
47336,33527,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,1.0,9,0,,0
43831,3731,Analytics,region_7,Master's & above,f,other,1,35,5.0,3,0,85.0,1
38775,48798,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,26,4.0,3,0,51.0,0
18238,33407,HR,region_20,Bachelor's,f,sourcing,1,28,3.0,5,0,51.0,0
10590,26774,Sales & Marketing,region_2,Master's & above,m,sourcing,1,47,3.0,3,0,51.0,0
2009,33414,Sales & Marketing,region_22,Bachelor's,m,other,1,30,5.0,6,0,54.0,1
16796,20918,Technology,region_26,Bachelor's,f,sourcing,2,26,5.0,3,0,78.0,0
41602,33133,Operations,region_13,Master's & above,m,sourcing,1,31,2.0,6,0,58.0,0
21235,30301,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,3.0,6,0,62.0,1
48409,30869,Sales & Marketing,region_17,Master's & above,m,sourcing,2,38,4.0,7,0,48.0,0
29846,67781,Technology,region_16,Bachelor's,f,other,1,34,3.0,5,0,79.0,0
414,11123,Sales & Marketing,region_29,Master's & above,m,other,1,37,3.0,7,0,54.0,0
49497,22938,Operations,region_5,Bachelor's,m,sourcing,1,31,1.0,4,0,58.0,0
30693,11514,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,30,,1,0,62.0,1
28331,55860,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,38,4.0,7,0,46.0,1
30235,71205,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,38,1.0,7,0,53.0,0
22645,23811,Technology,region_5,Master's & above,f,other,1,37,4.0,2,0,81.0,0
30602,65334,Operations,region_2,Master's & above,f,other,1,38,4.0,4,0,58.0,0
1327,68560,Operations,region_2,Bachelor's,f,other,1,39,3.0,5,0,54.0,0
25682,57013,Legal,region_22,Bachelor's,m,referred,1,31,5.0,4,0,60.0,1
37572,31065,Operations,region_7,Bachelor's,f,other,1,41,4.0,14,0,59.0,0
4712,54847,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,5.0,5,1,96.0,1
13693,8754,Operations,region_22,Master's & above,f,other,1,40,5.0,11,0,56.0,0
36070,36519,Technology,region_22,Bachelor's,f,other,1,29,3.0,4,0,79.0,0
13163,62756,Technology,region_27,Bachelor's,m,sourcing,1,36,3.0,5,0,81.0,0
39793,20022,Sales & Marketing,region_8,Bachelor's,m,other,1,32,3.0,7,0,47.0,1
3804,91,Operations,region_26,Bachelor's,m,other,1,35,5.0,5,0,60.0,0
24028,67836,R&D,region_32,Bachelor's,m,sourcing,1,34,3.0,5,0,86.0,0
19843,12959,Sales & Marketing,region_7,Bachelor's,m,other,1,35,4.0,5,0,53.0,0
47769,10485,Sales & Marketing,region_13,Bachelor's,m,other,1,49,3.0,5,0,50.0,0
50346,45188,Technology,region_11,Bachelor's,f,other,1,35,1.0,4,0,76.0,0
17337,61152,Technology,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,81.0,0
51500,55784,Legal,region_9,Master's & above,m,sourcing,1,34,3.0,6,0,60.0,0
5515,30391,Technology,region_5,Master's & above,m,other,1,31,1.0,2,0,83.0,0
11592,52873,Technology,region_7,Bachelor's,f,other,1,31,1.0,8,0,85.0,0
8814,50612,Sales & Marketing,region_2,Bachelor's,m,other,3,36,3.0,3,1,50.0,0
6320,26189,HR,region_2,Master's & above,f,sourcing,1,49,4.0,18,0,50.0,0
40509,54400,Technology,region_2,Bachelor's,f,other,1,48,3.0,6,0,82.0,0
54340,37914,Legal,region_2,Bachelor's,m,other,1,39,5.0,10,0,60.0,0
884,47808,Sales & Marketing,region_4,Bachelor's,m,other,1,38,4.0,6,0,46.0,0
37184,32454,Sales & Marketing,region_27,,m,other,1,23,,1,0,55.0,0
41315,12761,Procurement,region_15,Bachelor's,f,sourcing,1,31,3.0,6,0,66.0,1
7338,71394,Operations,region_16,Bachelor's,f,other,1,32,4.0,5,0,63.0,0
41130,74764,Procurement,region_20,Bachelor's,f,other,1,33,2.0,8,0,73.0,0
47350,59479,Sales & Marketing,region_19,Bachelor's,m,other,1,34,5.0,5,0,50.0,0
30084,11770,Sales & Marketing,region_27,Master's & above,m,sourcing,1,42,3.0,10,0,46.0,0
31016,17626,Sales & Marketing,region_2,Master's & above,m,sourcing,1,45,1.0,5,0,52.0,0
8397,3711,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,29,4.0,3,0,48.0,0
50083,8705,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,35,2.0,12,0,53.0,0
18992,20254,Analytics,region_22,Bachelor's,m,other,1,33,5.0,9,0,89.0,0
36249,3143,Sales & Marketing,region_25,Master's & above,m,other,2,33,1.0,10,0,50.0,0
19209,5558,Operations,region_5,Bachelor's,f,other,1,33,3.0,3,0,60.0,0
50514,67002,Analytics,region_31,Bachelor's,m,sourcing,1,25,3.0,3,0,89.0,0
47544,37502,Operations,region_2,Bachelor's,m,sourcing,1,28,3.0,6,0,57.0,0
20154,72354,HR,region_27,Master's & above,f,sourcing,1,33,3.0,6,0,53.0,0
30819,50782,Operations,region_4,Bachelor's,f,other,1,33,5.0,7,0,55.0,1
51982,31824,Finance,region_22,Bachelor's,f,other,1,26,,1,0,64.0,0
21020,14295,Operations,region_2,Bachelor's,f,referred,1,33,4.0,7,0,,0
51398,55459,Operations,region_22,Bachelor's,m,other,1,22,,1,0,59.0,0
54710,61024,Technology,region_2,Bachelor's,f,sourcing,2,34,3.0,6,0,79.0,0
52020,76639,Technology,region_6,Master's & above,f,sourcing,1,41,3.0,7,0,76.0,0
4811,65495,Operations,region_29,Bachelor's,m,sourcing,1,26,3.0,4,0,59.0,0
11985,6562,Operations,region_6,Bachelor's,f,sourcing,1,35,3.0,4,0,53.0,0
8356,74426,Procurement,region_16,Bachelor's,m,other,1,36,5.0,9,0,70.0,0
4680,34447,Operations,region_2,,f,sourcing,1,30,4.0,5,0,56.0,0
17443,20963,Legal,region_26,Bachelor's,m,other,1,32,4.0,6,0,,0
32151,65337,Sales & Marketing,region_2,Master's & above,m,other,2,39,3.0,10,0,48.0,0
14672,29115,Operations,region_28,Bachelor's,m,other,3,37,3.0,5,0,60.0,0
54105,4737,Sales & Marketing,region_2,Bachelor's,m,other,1,24,5.0,2,0,52.0,0
30461,2940,Sales & Marketing,region_31,Master's & above,m,sourcing,1,35,2.0,4,0,49.0,0
7210,45881,Operations,region_31,Bachelor's,f,other,1,26,4.0,3,0,60.0,0
53006,70996,Finance,region_22,Master's & above,m,other,3,31,4.0,3,0,58.0,0
44245,63057,Analytics,region_31,Bachelor's,m,other,1,30,4.0,2,0,79.0,0
50667,31977,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,4.0,7,0,50.0,0
11917,75176,Sales & Marketing,region_2,Bachelor's,f,other,1,35,3.0,2,0,52.0,0
12784,11262,Operations,region_21,Bachelor's,f,other,1,47,3.0,7,0,56.0,0
2442,69397,Operations,region_12,Bachelor's,f,sourcing,1,36,3.0,5,0,57.0,0
5548,47795,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,30,3.0,7,0,51.0,0
41900,11022,Procurement,region_7,Bachelor's,f,other,1,29,3.0,5,0,66.0,0
1693,22271,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,28,,1,0,52.0,0
36216,36845,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,34,1.0,7,0,52.0,0
15630,851,R&D,region_26,Bachelor's,m,other,1,29,3.0,3,0,84.0,0
7110,39104,Technology,region_2,Bachelor's,m,other,1,31,5.0,7,0,80.0,0
9733,28840,Sales & Marketing,region_26,Master's & above,m,other,3,36,5.0,9,0,51.0,0
15009,66800,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,36,5.0,8,1,88.0,1
22588,8539,Analytics,region_2,Bachelor's,m,sourcing,3,50,2.0,11,0,81.0,0
