,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,age_viz,age_rank,avg_training_score_viz,rank_avg_training_score
26304,1,1,3,1,2,1,40,3,9,0,52,0,31-40,4,21-30,2
26305,1,2,2,1,3,1,40,4,13,0,48,1,31-40,4,10-20,1
26306,2,24,2,1,3,1,28,3,1,0,58,0,21-30,3,21-30,2
26307,2,15,2,2,3,1,40,5,3,0,60,0,31-40,4,21-30,2
26308,2,30,2,1,2,1,28,3,6,0,60,0,21-30,3,above 80,6
26309,2,31,2,1,3,1,33,3,7,0,55,0,31-40,4,21-30,2
26310,1,6,2,1,2,2,30,2,6,0,54,0,21-30,3,21-30,2
26311,7,2,2,1,2,2,37,1,10,0,55,0,31-40,4,21-30,2
26312,8,2,3,1,3,1,44,4,18,0,46,0,41-50,5,10-20,1
26313,6,2,2,1,3,1,31,5,6,0,67,0,31-40,4,61-70,4
26314,5,7,3,1,2,1,39,5,8,0,90,0,31-40,4,above 80,6
26315,1,2,2,1,3,1,38,3,7,0,49,0,31-40,4,10-20,1
26316,6,7,3,1,2,1,40,5,10,0,72,0,31-40,4,71-80,5
26317,6,2,2,1,2,1,41,3,5,0,69,0,41-50,5,61-70,4
26318,1,7,3,1,2,1,50,1,17,0,51,0,41-50,5,21-30,2
26319,1,26,2,1,3,1,48,1,6,0,48,0,41-50,5,10-20,1
26320,3,7,3,1,1,1,33,3,2,0,82,0,31-40,4,above 80,6
26321,2,31,2,1,3,1,27,3,1,0,58,0,21-30,3,21-30,2
26322,1,25,3,1,3,1,36,2,10,0,47,0,31-40,4,10-20,1
26323,2,23,2,2,2,1,39,5,4,1,63,1,31-40,4,61-70,4
26324,3,33,3,1,2,1,53,5,19,0,82,0,51-60,6,above 80,6
26325,6,13,2,1,3,1,31,3,5,0,71,0,31-40,4,71-80,5
26326,6,16,2,1,3,2,27,3,3,0,66,0,21-30,3,61-70,4
26327,1,22,2,2,2,1,26,3,6,0,48,0,21-30,3,10-20,1
26328,6,27,2,1,3,1,33,3,10,0,67,0,31-40,4,61-70,4
26329,2,16,2,1,3,1,29,4,3,0,59,0,21-30,3,21-30,2
26330,3,7,2,1,1,1,27,5,3,0,85,0,21-30,3,above 80,6
26331,7,2,3,2,3,1,55,5,17,0,60,0,51-60,6,21-30,2
26332,6,13,2,1,2,1,36,5,10,0,70,0,31-40,4,61-70,4
26333,2,23,2,1,2,1,31,3,6,0,59,0,31-40,4,21-30,2
26334,1,14,3,1,3,1,41,3,11,0,44,0,41-50,5,10-20,1
26335,1,2,3,1,3,1,52,4,24,0,50,0,51-60,6,10-20,1
26336,1,25,2,1,2,1,26,3,2,0,50,0,21-30,3,10-20,1
26337,6,2,3,1,3,1,57,5,18,0,68,0,51-60,6,61-70,4
26338,7,22,2,1,3,2,25,3,1,0,55,0,21-30,3,21-30,2
26339,1,26,3,1,3,1,37,1,7,0,48,0,31-40,4,10-20,1
26340,2,24,2,2,2,1,33,1,4,0,57,0,31-40,4,21-30,2
26341,1,32,2,1,3,1,43,5,4,0,43,0,41-50,5,10-20,1
26342,3,26,3,1,3,1,51,4,8,0,81,0,51-60,6,above 80,6
26343,1,2,2,2,2,1,47,2,13,0,49,0,41-50,5,10-20,1
26344,2,26,2,1,2,2,33,5,7,0,60,0,31-40,4,above 80,6
26345,3,26,2,1,3,1,29,1,2,0,80,0,21-30,3,71-80,5
26346,4,29,2,1,2,1,30,5,6,0,79,0,21-30,3,71-80,5
26347,1,11,3,1,2,1,34,1,4,0,51,0,31-40,4,21-30,2
26348,6,32,2,1,2,1,34,1,7,0,70,0,31-40,4,61-70,4
26349,3,6,2,1,3,2,28,3,2,0,75,0,21-30,3,71-80,5
26350,6,31,2,2,2,1,31,3,6,0,68,0,31-40,4,61-70,4
26351,1,22,2,1,3,2,35,1,4,0,49,0,31-40,4,10-20,1
26352,3,20,2,2,3,1,31,5,4,1,88,1,31-40,4,above 80,6
26353,3,22,2,1,2,1,36,1,5,0,82,0,31-40,4,above 80,6
26354,3,27,2,1,3,1,30,3,4,0,79,0,21-30,3,71-80,5
26355,1,19,2,1,3,1,53,5,5,0,47,0,51-60,6,10-20,1
26356,1,28,2,1,3,1,24,3,1,0,48,0,21-30,3,10-20,1
26357,2,22,2,1,2,2,28,3,6,0,57,0,21-30,3,21-30,2
26358,8,2,2,1,2,1,29,3,1,0,51,0,21-30,3,21-30,2
26359,1,32,2,2,2,1,30,1,6,0,47,0,21-30,3,10-20,1
26360,4,34,2,1,3,3,25,3,2,0,93,1,21-30,3,above 80,6
26361,1,26,2,1,3,1,39,1,3,0,50,0,31-40,4,10-20,1
26362,1,8,3,1,3,1,31,5,5,0,52,0,31-40,4,21-30,2
26363,6,8,2,2,3,1,25,3,1,0,70,0,21-30,3,61-70,4
26364,1,16,2,1,2,1,36,3,7,0,49,0,31-40,4,10-20,1
26365,1,2,2,1,2,1,51,1,5,0,46,0,51-60,6,10-20,1
26366,3,4,3,1,3,1,50,3,22,0,83,0,41-50,5,above 80,6
26367,7,2,2,1,2,1,40,4,6,0,57,0,31-40,4,21-30,2
26368,3,22,2,1,3,3,27,3,3,1,72,1,21-30,3,71-80,5
26369,1,20,3,1,3,1,47,5,4,0,46,0,41-50,5,10-20,1
26370,3,22,2,1,2,2,40,4,5,0,79,0,31-40,4,71-80,5
26371,1,2,3,1,3,1,42,3,16,0,47,0,41-50,5,10-20,1
26372,3,22,2,1,3,1,31,1,8,0,81,0,31-40,4,above 80,6
26373,4,22,2,1,3,2,30,4,7,0,82,0,21-30,3,above 80,6
26374,2,22,2,2,3,1,26,5,2,0,59,0,21-30,3,21-30,2
26375,2,15,2,1,2,1,35,3,10,0,62,0,31-40,4,61-70,4
26376,8,7,2,1,2,1,38,3,9,0,60,0,31-40,4,above 80,6
26377,1,2,3,1,2,2,33,5,7,0,47,0,31-40,4,10-20,1
26378,6,29,3,2,2,1,34,4,8,0,72,0,31-40,4,71-80,5
26379,1,17,2,2,2,1,28,1,4,0,51,0,21-30,3,21-30,2
26380,2,5,2,2,3,1,32,3,3,0,56,0,31-40,4,21-30,2
26381,2,31,2,1,3,1,27,5,4,0,62,0,21-30,3,61-70,4
26382,2,2,2,1,3,1,38,4,6,0,60,0,31-40,4,above 80,6
26383,6,7,3,1,3,1,32,5,7,0,74,0,31-40,4,71-80,5
26384,2,19,2,2,3,1,40,3,6,0,60,0,31-40,4,above 80,6
26385,3,14,3,1,3,1,37,4,4,0,77,0,31-40,4,71-80,5
26386,7,4,3,1,3,1,35,3,7,0,52,0,31-40,4,21-30,2
26387,3,2,2,2,2,1,25,3,2,0,79,0,21-30,3,71-80,5
26388,9,2,2,2,3,1,28,3,2,0,60,1,21-30,3,above 80,6
26389,4,17,2,1,2,1,30,3,4,0,82,0,21-30,3,above 80,6
26390,3,27,2,1,2,1,30,3,1,0,79,0,21-30,3,71-80,5
26391,3,27,2,1,2,2,27,3,3,0,78,0,21-30,3,71-80,5
26392,2,26,2,2,2,1,41,2,5,0,62,0,41-50,5,61-70,4
26393,3,24,2,2,2,2,27,3,3,0,82,0,21-30,3,above 80,6
26394,7,31,2,1,3,1,34,3,4,0,59,0,31-40,4,21-30,2
26395,6,16,1,1,3,2,23,4,2,0,65,0,21-30,3,61-70,4
26396,2,27,2,2,3,1,40,5,3,0,57,0,31-40,4,21-30,2
26397,5,26,2,1,2,1,37,3,6,0,89,0,31-40,4,above 80,6
26398,1,12,2,1,3,1,40,3,12,0,49,0,31-40,4,10-20,1
26399,1,4,3,1,2,1,46,5,18,0,54,0,41-50,5,21-30,2
26400,2,4,2,1,3,1,27,5,5,0,56,0,21-30,3,21-30,2
26401,1,31,2,1,3,1,29,4,4,0,54,0,21-30,3,21-30,2
26402,2,26,2,1,2,2,32,5,3,0,62,0,31-40,4,61-70,4
26403,1,10,3,1,3,1,50,5,5,0,48,0,41-50,5,10-20,1
26404,4,22,2,1,1,1,31,5,6,0,82,0,31-40,4,above 80,6
26405,1,15,2,2,3,1,36,4,7,0,50,0,31-40,4,10-20,1
26406,1,2,3,1,3,1,35,4,3,0,47,0,31-40,4,10-20,1
26407,2,13,3,1,3,1,38,5,2,0,62,0,31-40,4,61-70,4
26408,1,14,3,1,2,1,44,3,16,0,49,0,41-50,5,10-20,1
26409,3,28,2,2,2,1,28,3,1,0,76,0,21-30,3,71-80,5
26410,2,8,2,2,2,1,31,5,6,0,64,0,31-40,4,61-70,4
26411,9,2,2,1,3,1,43,3,10,0,55,0,41-50,5,21-30,2
26412,4,11,2,2,2,2,27,4,2,0,85,0,21-30,3,above 80,6
26413,1,25,2,1,2,1,37,5,7,0,49,0,31-40,4,10-20,1
26414,1,4,2,1,3,1,34,4,5,0,56,0,31-40,4,21-30,2
26415,1,15,2,2,2,1,31,4,2,0,54,0,31-40,4,21-30,2
26416,1,3,2,1,2,2,31,4,6,0,48,0,31-40,4,10-20,1
26417,3,7,3,2,3,2,40,4,12,0,82,0,31-40,4,above 80,6
26418,9,7,2,1,3,1,48,5,16,0,54,0,41-50,5,21-30,2
26419,4,7,3,1,3,2,43,3,17,0,86,0,41-50,5,above 80,6
26420,8,15,2,1,3,1,44,5,6,0,51,0,41-50,5,21-30,2
26421,2,15,2,2,2,1,39,5,6,0,57,0,31-40,4,21-30,2
26422,1,25,3,1,3,1,37,5,7,0,62,1,31-40,4,61-70,4
26423,1,20,2,2,2,1,32,3,4,0,47,0,31-40,4,10-20,1
26424,4,22,2,2,3,1,31,4,2,0,83,0,31-40,4,above 80,6
26425,2,2,2,1,3,1,37,1,8,0,55,0,31-40,4,21-30,2
26426,1,20,2,2,3,1,28,4,3,0,49,1,21-30,3,10-20,1
26427,1,17,2,1,2,1,34,3,8,0,50,0,31-40,4,10-20,1
26428,3,7,3,1,2,1,40,3,9,0,80,0,31-40,4,71-80,5
26429,6,7,2,1,3,1,30,4,7,0,70,1,21-30,3,61-70,4
26430,4,8,2,1,3,1,26,5,2,0,82,0,21-30,3,above 80,6
26431,2,4,3,1,3,2,33,2,9,0,63,0,31-40,4,61-70,4
26432,6,7,3,1,3,1,32,4,4,0,70,0,31-40,4,61-70,4
26433,1,22,2,1,2,1,26,3,1,0,52,0,21-30,3,21-30,2
26434,2,27,2,2,2,1,37,3,11,0,63,0,31-40,4,61-70,4
26435,1,13,3,1,3,1,31,5,4,0,47,0,31-40,4,10-20,1
26436,6,2,3,2,1,1,37,3,6,0,71,1,31-40,4,71-80,5
26437,1,2,3,1,2,1,40,1,7,0,48,0,31-40,4,10-20,1
26438,2,2,3,1,3,1,40,1,9,0,60,0,31-40,4,21-30,2
26439,2,2,2,2,2,1,32,4,8,0,60,0,31-40,4,21-30,2
26440,4,22,2,1,1,2,32,5,9,0,85,0,31-40,4,above 80,6
26441,3,2,2,2,3,2,29,2,4,0,80,0,21-30,3,71-80,5
26442,7,2,3,1,2,1,34,3,8,0,57,0,31-40,4,21-30,2
26443,8,2,2,2,3,1,35,5,2,0,49,0,31-40,4,10-20,1
26444,1,22,3,1,2,1,47,3,18,0,49,0,41-50,5,10-20,1
26445,8,2,3,2,3,1,37,2,7,0,46,0,31-40,4,10-20,1
26446,1,28,3,2,2,1,29,1,2,0,49,0,21-30,3,10-20,1
26447,2,16,3,2,3,1,32,3,3,0,60,0,31-40,4,above 80,6
26448,3,22,2,2,2,1,30,1,1,0,81,0,21-30,3,above 80,6
26449,2,31,2,2,3,1,32,3,8,0,60,0,31-40,4,above 80,6
26450,2,22,3,1,2,1,35,2,7,0,59,0,31-40,4,21-30,2
26451,6,24,2,2,3,1,32,2,7,0,72,0,31-40,4,71-80,5
26452,2,30,2,1,2,1,27,4,3,0,57,0,21-30,3,21-30,2
26453,1,26,2,1,3,1,31,2,2,0,50,0,31-40,4,10-20,1
26454,1,2,3,1,2,1,44,5,15,0,53,0,41-50,5,21-30,2
26455,4,3,2,1,3,1,28,5,3,0,83,0,21-30,3,above 80,6
26456,3,5,2,1,3,1,32,4,5,0,85,0,31-40,4,above 80,6
26457,3,7,3,1,3,1,43,4,15,0,77,1,41-50,5,71-80,5
26458,3,23,2,2,3,1,31,1,7,0,78,0,31-40,4,71-80,5
26459,1,15,2,1,2,1,37,5,10,0,49,0,31-40,4,10-20,1
26460,3,2,2,1,2,1,32,3,3,0,75,0,31-40,4,71-80,5
26461,2,14,2,1,3,1,25,3,1,0,62,0,21-30,3,61-70,4
26462,6,23,2,2,3,2,32,3,3,0,67,0,31-40,4,61-70,4
26463,3,2,2,1,2,1,27,3,5,0,79,0,21-30,3,71-80,5
26464,1,9,2,1,2,1,31,2,3,0,49,0,31-40,4,10-20,1
26465,2,5,2,2,3,1,38,3,7,0,60,0,31-40,4,21-30,2
26466,3,5,2,2,3,1,24,3,3,0,79,0,21-30,3,71-80,5
26467,3,16,3,2,3,1,36,4,8,0,81,0,31-40,4,above 80,6
26468,2,2,3,1,3,1,34,5,3,1,72,1,31-40,4,71-80,5
26469,6,22,2,1,1,1,30,3,6,0,73,0,21-30,3,71-80,5
26470,1,30,2,1,2,1,45,1,6,0,47,0,41-50,5,10-20,1
26471,7,25,2,1,3,1,30,5,8,0,64,0,21-30,3,61-70,4
26472,4,32,2,1,3,2,27,5,4,0,83,0,21-30,3,above 80,6
26473,2,22,3,2,3,1,46,2,14,0,58,0,41-50,5,21-30,2
26474,6,27,2,2,2,1,39,5,7,0,73,0,31-40,4,71-80,5
26475,3,2,3,2,2,1,58,3,26,0,78,0,51-60,6,71-80,5
26476,8,26,2,1,3,1,29,1,2,0,48,0,21-30,3,10-20,1
26477,4,22,2,1,3,3,31,4,7,0,79,0,31-40,4,71-80,5
26478,4,22,2,1,3,2,31,3,6,1,84,1,31-40,4,above 80,6
26479,3,15,2,1,2,2,29,3,3,0,76,0,21-30,3,71-80,5
26480,2,15,3,1,2,1,42,3,13,0,73,1,41-50,5,71-80,5
26481,3,22,3,1,3,1,42,3,7,0,81,0,41-50,5,above 80,6
26482,4,25,2,1,2,2,32,5,3,0,83,0,31-40,4,above 80,6
26483,4,11,2,1,3,2,34,4,2,0,81,0,31-40,4,above 80,6
26484,6,16,2,2,3,2,36,1,2,0,70,0,31-40,4,61-70,4
26485,2,31,3,2,3,1,36,2,9,0,62,0,31-40,4,61-70,4
26486,6,13,2,2,2,1,32,2,5,0,66,0,31-40,4,61-70,4
26487,1,2,2,2,3,1,39,1,4,0,46,0,31-40,4,10-20,1
26488,1,5,2,1,3,1,30,3,6,0,50,0,21-30,3,10-20,1
26489,1,32,2,1,3,1,33,3,3,0,49,0,31-40,4,10-20,1
26490,5,2,3,2,2,1,36,5,4,0,81,0,31-40,4,above 80,6
26491,2,28,2,1,3,1,29,5,4,0,54,0,21-30,3,21-30,2
26492,6,2,3,1,2,1,46,3,17,0,71,0,41-50,5,71-80,5
26493,5,2,2,1,3,1,31,4,6,0,87,0,31-40,4,above 80,6
26494,4,26,2,1,3,3,37,5,7,0,87,0,31-40,4,above 80,6
26495,2,16,2,2,3,1,31,5,4,0,57,1,31-40,4,21-30,2
26496,3,26,2,1,2,1,32,3,5,0,85,0,31-40,4,above 80,6
26497,8,16,1,1,2,1,24,4,2,0,51,0,21-30,3,21-30,2
26498,2,21,2,1,3,2,27,3,1,0,56,0,21-30,3,21-30,2
26499,3,2,2,1,2,1,58,5,4,0,82,0,51-60,6,above 80,6
26500,5,13,3,1,3,1,37,4,3,0,82,0,31-40,4,above 80,6
26501,3,15,2,1,3,2,31,3,10,0,83,1,31-40,4,above 80,6
26502,8,27,3,1,3,1,34,4,2,0,48,0,31-40,4,10-20,1
26503,1,17,3,1,2,1,35,5,8,0,48,0,31-40,4,10-20,1
26504,7,15,2,1,3,1,29,4,6,0,56,0,21-30,3,21-30,2
26505,1,15,3,1,2,1,33,1,6,0,50,0,31-40,4,10-20,1
26506,3,26,2,1,3,1,29,3,1,0,79,0,21-30,3,71-80,5
26507,2,6,2,2,3,1,25,5,2,0,62,1,21-30,3,61-70,4
26508,7,29,2,1,3,1,25,3,2,0,52,0,21-30,3,21-30,2
26509,1,10,2,1,3,1,33,3,5,0,48,0,31-40,4,10-20,1
26510,3,26,2,2,3,1,28,3,4,0,83,0,21-30,3,above 80,6
26511,3,2,2,2,3,1,53,2,6,0,81,0,51-60,6,above 80,6
26512,3,13,2,1,2,1,28,4,5,0,75,1,21-30,3,71-80,5
26513,6,8,2,1,3,1,26,4,2,0,71,0,21-30,3,71-80,5
26514,2,15,2,2,2,1,36,4,7,0,59,0,31-40,4,21-30,2
26515,2,15,2,1,2,1,38,5,4,0,59,0,31-40,4,21-30,2
26516,1,3,2,1,3,1,31,5,3,0,49,0,31-40,4,10-20,1
26517,6,8,3,2,3,1,35,5,7,0,71,0,31-40,4,71-80,5
26518,4,22,2,1,2,2,31,4,2,0,86,0,31-40,4,above 80,6
26519,2,2,2,1,3,1,36,3,4,0,67,0,31-40,4,61-70,4
26520,1,2,2,1,2,1,38,3,10,0,50,0,31-40,4,10-20,1
26521,4,23,2,1,3,1,29,3,6,0,80,0,21-30,3,71-80,5
26522,6,2,2,2,3,1,34,4,6,0,72,0,31-40,4,71-80,5
26523,3,20,2,2,2,1,29,1,2,0,81,0,21-30,3,above 80,6
26524,2,2,2,2,2,1,42,5,6,0,60,0,41-50,5,21-30,2
26525,1,27,2,1,2,1,26,2,2,0,52,0,21-30,3,21-30,2
26526,1,4,2,1,3,2,51,1,9,1,46,0,51-60,6,10-20,1
26527,6,2,3,2,3,1,59,2,2,0,68,0,51-60,6,61-70,4
26528,1,32,2,1,2,2,30,1,4,0,48,0,21-30,3,10-20,1
26529,1,26,2,1,2,1,26,3,5,0,51,0,21-30,3,21-30,2
26530,1,2,2,2,2,1,25,1,2,0,51,0,21-30,3,21-30,2
26531,4,29,2,1,3,2,28,4,3,0,82,0,21-30,3,above 80,6
26532,4,2,3,1,3,2,36,5,10,0,81,0,31-40,4,above 80,6
26533,4,2,3,1,3,2,57,3,18,0,83,0,51-60,6,above 80,6
26534,7,4,3,1,3,1,34,3,7,0,59,0,31-40,4,21-30,2
26535,8,26,2,1,2,1,27,3,1,0,49,0,21-30,3,10-20,1
26536,1,19,2,1,3,1,31,3,9,0,48,0,31-40,4,10-20,1
26537,4,22,2,1,2,2,27,5,2,0,90,1,21-30,3,above 80,6
26538,1,13,2,1,2,1,38,5,9,1,93,1,31-40,4,above 80,6
26539,7,2,2,2,3,1,26,3,1,0,64,0,21-30,3,61-70,4
26540,2,22,3,2,3,2,33,5,9,0,63,0,31-40,4,61-70,4
26541,2,16,3,2,2,2,32,4,3,0,57,0,31-40,4,21-30,2
26542,4,26,2,1,3,1,31,3,4,0,83,0,31-40,4,above 80,6
26543,8,22,3,1,3,1,34,5,7,0,62,1,31-40,4,61-70,4
26544,6,7,2,1,2,3,30,1,6,0,68,0,21-30,3,61-70,4
26545,1,2,2,1,2,1,52,5,13,0,47,0,51-60,6,10-20,1
26546,7,2,3,1,2,1,40,4,12,0,54,0,31-40,4,21-30,2
26547,3,2,2,1,3,1,30,5,5,0,79,0,21-30,3,71-80,5
26548,1,27,2,1,3,1,47,2,16,0,49,0,41-50,5,10-20,1
26549,2,31,2,1,3,1,28,4,3,0,59,0,21-30,3,21-30,2
26550,7,27,2,2,3,1,26,5,3,0,59,0,21-30,3,21-30,2
26551,2,7,2,2,2,1,45,3,16,0,57,0,41-50,5,21-30,2
26552,8,22,3,2,3,1,38,3,8,0,48,0,31-40,4,10-20,1
26553,2,15,3,1,2,1,28,3,2,0,63,0,21-30,3,61-70,4
26554,2,30,2,1,2,1,28,5,5,0,62,0,21-30,3,61-70,4
26555,2,29,3,1,3,1,34,4,3,0,62,0,31-40,4,61-70,4
26556,2,11,2,1,2,2,28,3,1,0,62,0,21-30,3,61-70,4
26557,2,30,2,1,2,2,32,4,2,0,59,0,31-40,4,21-30,2
26558,1,31,2,1,2,1,30,2,4,0,46,0,21-30,3,10-20,1
26559,1,31,3,1,2,1,39,3,10,0,50,0,31-40,4,10-20,1
26560,3,7,2,2,3,1,39,4,8,0,84,0,31-40,4,above 80,6
26561,1,26,2,1,2,2,32,3,6,0,54,0,31-40,4,21-30,2
26562,6,30,2,2,2,1,25,3,1,0,70,0,21-30,3,61-70,4
26563,2,4,2,1,3,1,27,4,3,0,76,1,21-30,3,71-80,5
26564,6,19,2,1,3,1,40,4,2,0,66,0,31-40,4,61-70,4
26565,1,23,3,2,3,1,37,5,9,0,48,0,31-40,4,10-20,1
26566,3,31,2,1,2,1,36,3,3,0,81,0,31-40,4,above 80,6
26567,7,11,2,1,3,1,28,5,4,0,58,0,21-30,3,21-30,2
26568,7,11,2,1,3,3,32,5,7,0,55,0,31-40,4,21-30,2
26569,6,11,2,2,2,1,33,5,7,0,72,0,31-40,4,71-80,5
26570,7,27,2,1,2,1,27,3,4,0,60,0,21-30,3,above 80,6
26571,3,2,2,1,3,1,41,1,4,0,79,0,41-50,5,71-80,5
26572,7,28,3,1,3,1,31,4,2,0,60,0,31-40,4,21-30,2
26573,6,22,2,2,3,2,27,4,3,0,68,0,21-30,3,61-70,4
26574,6,12,2,1,2,1,35,3,5,0,73,0,31-40,4,71-80,5
26575,6,27,3,2,3,1,32,3,10,0,73,0,31-40,4,71-80,5
26576,3,5,2,2,3,1,29,3,3,0,77,1,21-30,3,71-80,5
26577,1,2,3,1,3,1,44,4,16,0,49,0,41-50,5,10-20,1
26578,3,2,2,1,1,2,26,3,2,0,86,0,21-30,3,above 80,6
26579,6,2,2,2,3,2,30,3,1,0,67,0,21-30,3,61-70,4
26580,1,30,2,1,2,1,27,5,4,0,43,0,21-30,3,10-20,1
26581,1,22,2,1,2,1,32,4,2,0,52,0,31-40,4,21-30,2
26582,5,22,2,1,3,3,28,3,8,0,87,0,21-30,3,above 80,6
26583,1,19,2,1,2,1,36,2,9,0,49,0,31-40,4,10-20,1
26584,6,2,2,2,2,1,40,1,7,0,76,0,31-40,4,71-80,5
26585,6,7,3,1,3,1,34,4,2,0,69,0,31-40,4,61-70,4
26586,2,22,2,2,3,1,29,4,5,0,57,0,21-30,3,21-30,2
26587,4,23,3,1,2,1,40,5,4,0,85,0,31-40,4,above 80,6
26588,1,22,2,2,3,1,29,4,3,0,48,0,21-30,3,10-20,1
26589,1,9,3,1,3,1,33,4,6,0,51,0,31-40,4,21-30,2
26590,3,2,2,2,3,1,54,3,2,0,81,0,51-60,6,above 80,6
26591,1,23,2,1,3,1,30,3,1,0,52,0,21-30,3,21-30,2
26592,1,2,2,1,2,2,38,2,3,0,49,0,31-40,4,10-20,1
26593,3,4,3,2,3,1,31,3,7,0,75,0,31-40,4,71-80,5
26594,7,2,1,1,2,2,24,3,3,0,60,0,21-30,3,above 80,6
26595,3,2,3,2,3,1,46,3,15,0,75,0,41-50,5,71-80,5
26596,2,15,2,1,2,1,42,5,5,0,58,0,41-50,5,21-30,2
26597,3,2,2,2,3,1,36,1,3,0,78,0,31-40,4,71-80,5
26598,3,17,2,1,3,1,30,3,4,0,83,0,21-30,3,above 80,6
26599,1,16,2,1,3,1,37,4,5,0,53,1,31-40,4,21-30,2
26600,1,31,2,2,3,1,27,2,4,0,44,0,21-30,3,10-20,1
26601,3,2,2,1,3,2,49,3,7,0,79,0,41-50,5,71-80,5
26602,6,15,3,2,3,1,34,4,6,0,68,0,31-40,4,61-70,4
26603,4,2,2,1,3,1,54,5,15,0,77,0,51-60,6,71-80,5
26604,1,34,2,1,2,1,31,4,7,0,49,0,31-40,4,10-20,1
26605,1,1,3,1,2,2,37,5,3,0,50,0,31-40,4,10-20,1
26606,2,34,2,1,2,1,35,2,8,0,63,0,31-40,4,61-70,4
26607,6,17,2,1,3,2,30,3,3,0,70,0,21-30,3,61-70,4
26608,1,2,2,1,2,1,42,1,13,0,47,0,41-50,5,10-20,1
26609,4,25,2,1,3,2,25,5,2,0,84,0,21-30,3,above 80,6
26610,4,2,3,1,2,2,41,3,11,0,85,1,41-50,5,above 80,6
26611,4,22,2,1,2,1,29,3,2,0,81,0,21-30,3,above 80,6
26612,4,4,3,1,3,1,40,5,11,0,86,0,31-40,4,above 80,6
26613,6,1,2,2,3,3,29,4,3,0,72,0,21-30,3,71-80,5
26614,1,22,2,2,3,1,34,4,7,0,51,0,31-40,4,21-30,2
26615,4,32,2,1,2,1,35,3,4,0,89,0,31-40,4,above 80,6
26616,3,22,3,2,3,1,41,3,6,0,78,0,41-50,5,71-80,5
26617,2,4,3,2,3,1,42,5,5,0,59,0,41-50,5,21-30,2
26618,6,17,2,2,2,1,33,5,8,0,73,0,31-40,4,71-80,5
26619,2,26,2,2,3,1,30,2,6,0,64,0,21-30,3,61-70,4
26620,9,2,2,2,3,1,36,1,10,0,62,0,31-40,4,61-70,4
26621,6,6,2,2,2,1,29,3,7,0,65,0,21-30,3,61-70,4
26622,7,27,2,1,3,2,25,5,3,0,60,0,21-30,3,above 80,6
26623,7,2,2,1,2,1,44,4,15,0,58,0,41-50,5,21-30,2
26624,1,10,3,1,2,1,40,5,4,0,49,0,31-40,4,10-20,1
26625,4,7,3,1,3,1,34,3,7,0,80,0,31-40,4,71-80,5
26626,2,2,2,2,2,2,30,3,2,0,54,0,21-30,3,21-30,2
26627,3,2,2,1,2,1,51,1,11,0,78,0,51-60,6,71-80,5
26628,1,22,3,1,2,1,40,3,3,0,48,0,31-40,4,10-20,1
26629,1,2,2,1,1,1,37,5,4,0,50,0,31-40,4,10-20,1
26630,2,2,2,2,3,2,30,5,7,0,59,0,21-30,3,21-30,2
26631,1,21,2,2,3,1,30,2,6,0,52,0,21-30,3,21-30,2
26632,7,2,3,1,2,2,32,5,4,0,54,0,31-40,4,21-30,2
26633,2,2,2,1,1,1,35,3,8,0,59,0,31-40,4,21-30,2
26634,6,16,2,1,3,1,27,2,4,0,72,0,21-30,3,71-80,5
26635,1,30,3,1,3,1,34,3,3,0,46,0,31-40,4,10-20,1
26636,3,10,2,1,2,1,30,2,3,0,83,0,21-30,3,above 80,6
26637,1,2,3,2,3,2,44,3,13,0,60,0,41-50,5,21-30,2
26638,1,26,2,1,2,1,29,2,3,0,60,0,21-30,3,above 80,6
26639,2,29,2,2,2,1,33,3,2,0,64,0,31-40,4,61-70,4
26640,1,13,2,1,3,1,28,3,1,0,53,0,21-30,3,21-30,2
26641,1,2,2,1,2,2,26,3,3,0,60,0,21-30,3,above 80,6
26642,1,26,2,1,3,1,40,4,11,0,47,0,31-40,4,10-20,1
26643,1,2,2,2,3,1,38,5,10,0,51,0,31-40,4,21-30,2
26644,1,13,2,1,2,1,26,3,2,0,48,0,21-30,3,10-20,1
26645,1,3,3,1,3,1,36,4,9,0,48,0,31-40,4,10-20,1
26646,1,11,2,1,3,1,36,4,7,0,52,0,31-40,4,21-30,2
26647,2,7,3,2,2,1,32,2,6,0,58,0,31-40,4,21-30,2
26648,2,12,2,1,3,1,31,4,7,0,59,0,31-40,4,21-30,2
26649,2,10,3,1,3,1,31,3,4,0,60,0,31-40,4,21-30,2
26650,4,22,2,2,3,1,31,5,7,0,86,0,31-40,4,above 80,6
26651,4,25,2,1,2,1,29,3,1,0,88,0,21-30,3,above 80,6
26652,2,25,1,1,3,1,26,4,2,0,58,0,21-30,3,21-30,2
26653,9,7,2,1,2,1,28,5,2,0,57,0,21-30,3,21-30,2
26654,4,5,3,1,3,1,34,3,4,1,85,0,31-40,4,above 80,6
26655,5,26,3,1,3,2,34,4,5,0,87,0,31-40,4,above 80,6
26656,1,28,2,1,2,1,30,3,4,0,60,0,21-30,3,above 80,6
26657,1,7,2,1,2,1,33,5,6,0,50,1,31-40,4,10-20,1
26658,1,7,2,1,2,1,32,4,3,0,52,0,31-40,4,21-30,2
26659,1,32,2,1,3,1,27,2,4,0,50,0,21-30,3,10-20,1
